Name,Age,Cause
"M. E. ""Mote"" Witt",36.0,Other
Joseph P. Manogue,49.0,Gunfire
Lorenzo J. Gillogly,38.0,Gunfire
Raymond Edison James,29.0,Gunfire
John Miller,45.0,Gunfire
Walter Starrett,34.0,Gunfire
Charles J. Haney,46.0,Gunfire
S. David Nelson,37.0,Gunfire
William J. Brown,45.0,Gunfire
John George Fow,27.0,Gunfire
Jesse R. Browning,39.0,Gunfire
William Crayton Newberry,44.0,Gunfire
"Julius Leonard Plummer, Sr.",57.0,Automobile crash
Charles L. Bullock,31.0,Gunfire
Plummer Ray Riggan,35.0,Gunfire
Elmer Glaefke,34.0,Gunfire
George A. Eppley,30.0,Gunfire
Charles E. Hall,53.0,Automobile crash
Walter Tate,34.0,Gunfire
Henry G. Angell,32.0,Gunfire
John J. Regan,42.0,Other
Peter H. Reichert,41.0,Other
"Jacob K. ""Jake"" May",45.0,Gunfire
Albert Demortiers,35.0,Gunfire
John Lober,32.0,Other
John L. Donner,41.0,Vehicle pursuit
Henry Deckert,28.0,Other
Alfred Noah Eaves,33.0,Gunfire
"Benjamin Franklin ""Frank"" Hagan",44.0,Gunfire
Ralph Malcolm Mullen,43.0,Other
John P. DeRossette,42.0,Gunfire
Charles Crittenden Flanary,47.0,Gunfire
Charles William Sieger,33.0,Gunfire
J. M. Crim,55.0,Other
Christopher Kolhoven,50.0,Gunfire
Emil R. Schmidt,30.0,Gunfire
Samuel T. Cunningham,35.0,Gunfire
Frank J. McCartney,31.0,Gunfire
Samuel A. Moffatt,46.0,Gunfire
Rufus H. Daniels,56.0,Gunfire
William Brewer Shirey,42.0,Gunfire
George Pazik,34.0,Motorcycle crash
Ira D. Raney,39.0,Gunfire
Emilio Girona-Vizcarrondo,45.0,Other
John Ratkay,26.0,Gunfire
"Richard Lansing ""Dick"" Eggleston",50.0,Other
Garry Owen Mullen,44.0,Other
R. Edgar Williams,39.0,Gunfire
Charles Jones Barton,44.0,Gunfire
Oran M. Diemer,27.0,Gunfire
Charles B. Redmond,41.0,Automobile crash
"Cornelius E. ""Neil"" Cross",23.0,Gunfire
David O'Brien,53.0,Other
Matt Ransom Gwatney,27.0,Gunfire
John M. Wannenwetsch,58.0,Gunfire
James L. Barclay,51.0,Gunfire
Samuel Coppedge,45.0,Gunfire
William H. McCray,62.0,Gunfire
Albert W. Wegener,38.0,Gunfire
William D. Bradley,27.0,Other
James W. Hopson,38.0,Gunfire
Watt Gaston Snuggs,47.0,Gunfire
Will R. Hanshaw,40.0,Gunfire
Edward Spindler,35.0,Other
William G. Brown,23.0,Gunfire
Michael J. Burns,28.0,Other
Michael Joseph Lebedda,24.0,Gunfire
William P. James,56.0,Gunfire
Edward H. Culver,60.0,Gunfire
Charles H. North,48.0,Other
William W. Bridges,39.0,Gunfire
Alex Horvatt,29.0,Other
Elbert Perry Lamberth,34.0,Gunfire
James Brown,28.0,Gunfire
Thomas H. Beresford,27.0,Motorcycle crash
John H. Miller,36.0,Gunfire
William Applestiel,45.0,Gunfire
James C. Nelson,58.0,Gunfire
Michael J. McGough,38.0,Gunfire
Anthony Hampel,30.0,Gunfire
George B. Grover,29.0,Gunfire
Charles Z. Garland,52.0,Gunfire
Robert Phillips,49.0,Gunfire
Anthony Hlavaty,38.0,Motorcycle crash
Charles H. Basye,58.0,Other
Charles Crill,43.0,Gunfire
Del MacIntyre,38.0,Gunfire
Robert B. Eversole,54.0,Gunfire
Ralph E. Boyland,60.0,Other
Lewis Washington Roper,46.0,Other
R. S. St. Clair,45.0,Gunfire
Charles C. Larsen,29.0,Gunfire
"William C. Lucas, Sr.",53.0,Gunfire
Paul Weiler,38.0,Other
Charles E. Scott,39.0,Gunfire
Emil Arthur Speth,42.0,Gunfire
Michael E. Ford,45.0,Gunfire
Patrick William Feely,49.0,Gunfire
Shade H. Hunley,28.0,Gunfire
Peter R. Bulfin,41.0,Gunfire
Arthur M. Dorsett,41.0,Gunfire
Robert H. Holmes,29.0,Gunfire
Frederick Kaiser,39.0,Other
Stephen Stecker,36.0,Other
William H. Padgett,45.0,Gunfire
Arthur J. Solomon,36.0,Gunfire
Edgar A. Barr,42.0,Other
Welton A. McGill,38.0,Other
Arthur W. Stanley,38.0,Gunfire
Albert Templin,39.0,Other
Frank East,24.0,Motorcycle crash
John Louis Briscoe,36.0,Gunfire
Charles H. Wiley,46.0,Gunfire
George Lincoln Dixon,28.0,Other
Samuel C. Marquardt,33.0,Other
Lafayette M. Boulware,55.0,Gunfire
John Garritson,31.0,Gunfire
Charles F. Hooks,69.0,Gunfire
Enos Nelson,34.0,Gunfire
Richard Herman Diamond,25.0,Other
Arturo Garcia,31.0,Gunfire
William S. Christian,41.0,Gunfire
Aaren Alexander Trent,29.0,Other
Guy Norris,28.0,Gunfire
Frank Sparks,36.0,Other
Edgar Matthew Hyland,38.0,Other
James Arthur Stewart,33.0,Gunfire
Andrew Marvin Mulder,35.0,Gunfire
Patton Bartley,29.0,Gunfire
William H. Hopkins,31.0,Motorcycle crash
Leonides Flores,41.0,Other
George W. Ralston,45.0,Gunfire
Henry Carl Seamon,39.0,Gunfire
Charles E. Johnson,40.0,Other
Howard H. Franklin,60.0,Gunfire
William Bell,51.0,Other
Frank Caswin,30.0,Other
Evan M. Jones,59.0,Gunfire
Charles LeRoy Edinger,33.0,Gunfire
Sidney J. Benson,39.0,Gunfire
Edwin Gustav Meinecke,22.0,Gunfire
George Connery,45.0,Other
Norman Frank Towler,26.0,Gunfire
Horace Clifton Moody,47.0,Gunfire
Stonewall J. Taylor,54.0,Struck by vehicle
"James A. ""Gus"" Gaines",34.0,Motorcycle crash
Hiram Davis,71.0,Other
Ole Arnesen,57.0,Gunfire
John T. Blair,46.0,Gunfire
Alfred Otto Fischer,36.0,Gunfire
Frederick J. Weingard,29.0,Gunfire
Andrew J. Hunter,58.0,Other
August H. Leker,36.0,Gunfire
Meredith A. Thomas,41.0,Gunfire
Donald Purvis Davis,30.0,Vehicular assault
George Edward Arnold,51.0,Gunfire
Joseph John Jurcak,38.0,Other
James A. Taylor,61.0,Gunfire
William Sparta,38.0,Other
Martin R. Kempton,39.0,Gunfire
"Frederick Everett ""Fred"" Lawson",31.0,Other
Patrick J. Kennedy,44.0,Gunfire
Edward J. Morrison,40.0,Other
William H. McBride,50.0,Gunfire
Mark L. Wildes,43.0,Gunfire
Thomas Millard Horlacher,29.0,Other
James Ivan Broughton,26.0,Vehicle pursuit
George L. Williams,44.0,Gunfire
Harry Adams Corson,31.0,Other
James M. Freeman,29.0,Other
Otto Ude,36.0,Other
Vinton E. Harsh,26.0,Other
Joe R. Shaw,26.0,Gunfire
John P. Boyle,25.0,Gunfire
Thomas A. Herbert,56.0,Struck by vehicle
"Boleslaus J. ""Bernard"" Wozniak",25.0,Other
Robert Andrew Carter,52.0,Gunfire
John August Moran,32.0,Other
Henry Lee Ransom,45.0,Gunfire
John Patrick McLaughlin,34.0,Other
Emerson A. Glotfelter,24.0,Other
Panfilo Di Rossi,58.0,Gunfire
Lester M. Kidwell,31.0,Other
Charles Eckert,50.0,Gunfire
William Deiters,35.0,Gunfire
Frank Mansfield,42.0,Automobile crash
John L. Wilson,65.0,Gunfire
Charles F. Dewees,54.0,Other
J. C. Sherrod,26.0,Gunfire
Glenn Allison,31.0,Other
Will P. Stillwell,49.0,Gunfire
Frank H. Williams,49.0,Other
William Thomas Tully,33.0,Other
Charles Aloysius Prendergast,37.0,Other
Glenn Logan Litzenberg,31.0,Motorcycle crash
Thalis Tucker Cook,60.0,Gunfire
Leonard Tillman Sadler,34.0,Other
John H. Scott,50.0,Gunfire
Carl Bosco Bright,46.0,Gunfire
"Alexander Vought, Jr.",40.0,Gunfire
James A. Walsh,25.0,Other
Alfred Ressler,29.0,Motorcycle crash
Adolphus M. Biggers,24.0,Gunfire
James Lowry,65.0,Gunfire
William Sebastian Hendrickson,39.0,Other
Fred Tate,58.0,Gunfire
William E. Brinkley,49.0,Gunfire
Frank McCaskey,44.0,Other
John McCoy,57.0,Gunfire
George William Mattern,28.0,Gunfire
"Joseph Schooley Artley, Sr.",67.0,Gunfire
Walter L. Mull,45.0,Gunfire
Melvin W. Kepford,42.0,Struck by vehicle
Ashville T. Williamson,28.0,Gunfire
"Andrew Jefferson ""Jeff"" Long",38.0,Gunfire
Bernard W. Dolan,58.0,Gunfire
John J. Ellis,36.0,Gunfire
Peter H. Maloney,33.0,Gunfire
George Dworski,34.0,Other
Palmer Morrison Watts,47.0,Gunfire
Fred Rogers,41.0,Gunfire
Daniel McKinnon,58.0,Gunfire
Robert Ernest Hunt,33.0,Other
Marion E. Ellis,47.0,Other
Elijah Roberts,47.0,Gunfire
George Ziemba,36.0,Gunfire
Bragg Dunbar,48.0,Gunfire
Harry L. Meyer,35.0,Gunfire
Tobias Rudolph Peninger,54.0,Gunfire
Cornelius Rain,40.0,Gunfire
Joseph C. Reiser,35.0,Gunfire
J. C. Shelhorse,54.0,Gunfire
Charles Chester Jackson,46.0,Gunfire
Thomas S. Adubato,46.0,Gunfire
George Franklin Drake,38.0,Vehicular assault
Peter H. Ostiller,31.0,Struck by vehicle
Antonio Renaud-Goytia,44.0,Other
Joseph Roland Brown,29.0,Other
Charles Tilden Crooker,55.0,Other
J. B. Rice,57.0,Gunfire
John Kavanaugh,51.0,Other
Vasco Snow,37.0,Other
Jack A. Samuels,57.0,Gunfire
"Benjamin Lawrence ""Lon"" O'Bryant",48.0,Gunfire
Frederick K. Broome,31.0,Other
Ben L. Pennington,57.0,Other
Joseph A. Nolan,25.0,Other
Walter B. Holcomb,33.0,Other
Edward Clarence Jackson,27.0,Other
Samuel Rosenfeld,41.0,Gunfire
James Wilson,42.0,Other
"J. A. ""Doc"" Hands",50.0,Other
Robert Lee Kinman,50.0,Gunfire
Thomas Kane Wooten,36.0,Gunfire
J. Carl Goodwin,33.0,Gunfire
Thompson Black,50.0,Gunfire
William Dutton Hutchins,55.0,Gunfire
John Harms,45.0,Other
Frank Walter Twombley,27.0,Gunfire
Robert J. Paton,36.0,Gunfire
George A. Lentz,49.0,Gunfire
"R. W. ""Bob"" Gray",42.0,Gunfire
George A. Sims,38.0,Gunfire
Ray E. Curwood,27.0,Gunfire
Thomas J. Fitzgibbons,45.0,Gunfire
John A. Conrad,37.0,Gunfire
"John M. ""Mood"" Dooley",40.0,Other
Chester Arthur  Kuhns,29.0,Other
Ralph Emerson Dailey,26.0,Gunfire
James Henry Eubank,36.0,Gunfire
Boss Huffman,32.0,Other
Preston Pullen,60.0,Gunfire
Frank Sam Potestio,42.0,Other
John J. Hiney,53.0,Automobile crash
Irving B. Harding,28.0,Motorcycle crash
Conklin Snow,37.0,Other
"T. E. P. ""Ellzey"" Perkins",34.0,Other
Thomas Patrick Farrell,55.0,Gunfire
Frank A. Bass,38.0,Gunfire
George Edward Higgins,26.0,Other
Roy Charles Liesveld,30.0,Other
James J. Shea,28.0,Gunfire
Andrew M. Lawrence,58.0,Vehicular assault
Harry J. Keating,31.0,Other
Michael F. Brophy,56.0,Other
Charles J. Miller,28.0,Gunfire
Howard Snyder,41.0,Gunfire
Andrew W. Czap,24.0,Gunfire
Arthur L. Mandeville,34.0,Other
James Daniel Coffee,45.0,Gunfire
Elmer M. Powers,33.0,Vehicular assault
Michael Brennan,33.0,Other
Lawrence Robert Graham,24.0,Other
James C. Corbin,40.0,Gunfire
James Cucia,32.0,Gunfire
Joseph P. Simunek,29.0,Other
Patrick Devaney,47.0,Gunfire
Henry Hanakas,47.0,Gunfire
Kersey E. Gowin,44.0,Gunfire
John Henry Willsey,58.0,Gunfire
Phillip Droesch,38.0,Gunfire
Edward Michael Hennessey,34.0,Other
"David L. ""Doc"" Anderson",57.0,Gunfire
Rody Goe,26.0,Gunfire
Theodore Van Zilen,37.0,Motorcycle crash
John Friel,63.0,Gunfire
Patrick Gaffney,35.0,Gunfire
Lawrence H. McParlin,35.0,Gunfire
Frederick James Smartt,44.0,Motorcycle crash
Elease J. Picard,38.0,Gunfire
Louis Bomka,34.0,Gunfire
Delbert Timberlake,34.0,Gunfire
William Wesley Green,61.0,Gunfire
William Kinney,36.0,Gunfire
Octaviano Perea,49.0,Gunfire
Samuel Lowry Minser,40.0,Other
Frederick Henry Liebler,34.0,Other
J. Ben Wilson,70.0,Gunfire
"Juan M. ""Johnny"" Garcia, Jr.",32.0,Gunfire
John Francis Dargus,21.0,Gunfire
John William Burk,36.0,Gunfire
Samiel J. Hungerford,40.0,Gunfire
Frank Rooney,36.0,Gunfire
Francisco Rodriguez-Dipini,39.0,Gunfire
Thomas J. McVay,24.0,Gunfire
Charles J. Kirkland,49.0,Gunfire
Edward Brennan,28.0,Gunfire
Joseph B. Malloy,24.0,Other
Alfred Olin,31.0,Gunfire
Charles Rajchinetz,33.0,Gunfire
Charles E. Day,38.0,Automobile crash
Rudolf Emil Mellenthin,34.0,Gunfire
George A. Davis,49.0,Gunfire
Franklin Leland Williams,39.0,Gunfire
Eli Jenkins,66.0,Other
Jeremiah Joseph McDonald,40.0,Other
Dixon Allen Sasser,31.0,Gunfire
John W. Rowan,44.0,Gunfire
"John Dudley White, Sr.",39.0,Gunfire
George H. Phillips,37.0,Gunfire
Frank John Dustin,59.0,Heart attack
Theodore A. Obitz,38.0,Gunfire
"Thomas Carlyle ""Carlie"" Hyde",28.0,Other
William Jackson Carnley,40.0,Gunfire
Robert F. McBride,42.0,Gunfire
Michael Y. Sayeg,38.0,Gunfire
John Franks,59.0,Gunfire
Gordon R. Davis,28.0,Other
Zoe Andrew Remaly,35.0,Other
John Fraser Pugh,40.0,Other
Richard Ell,25.0,Gunfire
David T. Dunigan,63.0,Gunfire
Anthony Maslowski,48.0,Other
Grant Dosch,30.0,Gunfire
Peter A. Walsh,50.0,Other
Joe Thomas Frazer,39.0,Gunfire
Timothy McQuinn,26.0,Gunfire
John F. Schuetz,56.0,Gunfire
Corrento G. J. Gargadennec,50.0,Gunfire
John T. Collopy,68.0,Struck by vehicle
"Elias W. ""Woody"" Kelly",56.0,Other
Will Farley,24.0,Gunfire
Charles A. Giblin,62.0,Gunfire
Richard J. Burke,35.0,Gunfire
William J. Smith,54.0,Gunfire
Beldon Napoleon Little,32.0,Gunfire
"John M. Harlow, Jr.",60.0,Gunfire
Hugh C. Petrie,32.0,Gunfire
Benjamin Franklin Brashears,47.0,Gunfire
John J. Buxton,29.0,Gunfire
William F. Madden,39.0,Gunfire
Otto W. Runde,46.0,Gunfire
George Fountain Carter,44.0,Gunfire
Jay Lemeul Forehand,44.0,Gunfire
Charles Stricker,45.0,Gunfire
Thomas A. Fay,29.0,Gunfire
Frank Moranz,25.0,Gunfire
Alvah A. Miller,35.0,Other
Edward Henry Foley,36.0,Gunfire
Jack Chelton Harris,43.0,Gunfire
William Bartlett McIntosh,51.0,Gunfire
George Hofmann,39.0,Gunfire
Thomas L. Zebley,41.0,Gunfire
William L. Hattaway,34.0,Gunfire
John Wesley Webb,39.0,Gunfire
John O. Lynch,42.0,Gunfire
Charles E. Deininger,38.0,Gunfire
Richard Johnson,49.0,Other
John B. Barbaree,41.0,Gunfire
Anthony Skotnicky,32.0,Gunfire
Clarence Meek Childress,42.0,Gunfire
Joseph Caldwell Talbott,40.0,Gunfire
George Woessner,36.0,Motorcycle crash
Hugh J. Lee,53.0,Heart attack
Joe Williams,50.0,Other
"John A. ""Alf"" Wall",40.0,Gunfire
Albert F. Ross,58.0,Other
Joseph John Daly,35.0,Automobile crash
Albert J. Kasbaum,36.0,Gunfire
Isaac Fenno,53.0,Gunfire
Louis H. Niederschulte,37.0,Gunfire
James Garfield Britton,39.0,Gunfire
John Barnes,55.0,Heart attack
Adolph F. Butterman,53.0,Gunfire
Clem Long,24.0,Gunfire
"Robert Lee ""Rob"" Watts",44.0,Gunfire
Robert Roy Aldridge,43.0,Gunfire
Matthew Solbraa,42.0,Gunfire
Harvey J. Babb,27.0,Motorcycle crash
James Maher,35.0,Gunfire
Virgil L. Orem,41.0,Other
John Stough Stroup,34.0,Gunfire
Fred J. Pauley,33.0,Automobile crash
William Allen Adkins,36.0,Gunfire
Dolie Clifford Harmon,26.0,Gunfire
Thomas Ward,51.0,Gunfire
William H. Pottker,57.0,Struck by vehicle
Harry Wilson,29.0,Gunfire
George Washington Daniel,56.0,Other
J. M. Carmack,41.0,Gunfire
Otho H. Munger,27.0,Gunfire
William H. Engel,44.0,Gunfire
Charles B. Jones,34.0,Gunfire
Clyde D. Calhoun,36.0,Gunfire
Juan Fernandez-Diaz,35.0,Gunfire
John Wesley Edwards,73.0,Other
Emma Benson,42.0,Automobile crash
George Werne,32.0,Gunfire
David L. Elliott,45.0,Gunfire
John Francis Young,50.0,Gunfire
"William ""Bill"" Mayes",52.0,Gunfire
"Charles A. Lowery, Jr.",24.0,Gunfire
Joseph T. Swierczynski,27.0,Gunfire
John H. Woodruff,32.0,Other
Jose Vela,34.0,Gunfire
Charles Hensley,47.0,Gunfire
Stanley Webster Christ,22.0,Other
"James A. ""Bert"" Weare",40.0,Gunfire
Clyde F. Bartlett,27.0,Gunfire
Edwin Wilson,30.0,Motorcycle crash
Jasper Newton Scroggins,60.0,Gunfire
John Haven,52.0,Automobile crash
Orville Reedy Webster,34.0,Gunfire
Tom Majors,45.0,Gunfire
J. E. B. Phillips,64.0,Gunfire
Henry A. Mandleco,31.0,Gunfire
Austin Harman,65.0,Other
Frederick F. Tierney,22.0,Gunfire
Louis Henry Hufnagel,42.0,Gunfire
Harry E. Baker,36.0,Gunfire
Antonio Pingitore,35.0,Gunfire
Herman A. Radel,38.0,Automobile crash
James O'Brien,37.0,Gunfire
James Joseph Hanley,27.0,Vehicle pursuit
Clifford David Barber,38.0,Gunfire
James J. Hess,31.0,Gunfire
Harold G. Roughley,34.0,Gunfire
George Luther Berrey,45.0,Gunfire
John J. McDonald,31.0,Gunfire
Norman R. Hayes,29.0,Other
Robert M. E. Bumster,53.0,Gunfire
Harry Guard,38.0,Automobile crash
William Thomas Beasley,50.0,Gunfire
James Hughes,42.0,Other
Bruce Linwood Drummond,49.0,Other
William Armstrong,27.0,Gunfire
Robert Hitchman Smith,30.0,Automobile crash
Jospeh H. Kitchen,44.0,Gunfire
Abner R. Braun,40.0,Gunfire
John G. B. Guyette,31.0,Gunfire
Isaac B. Halbfinger,41.0,Gunfire
Richard Franklin Madray,40.0,Gunfire
Ignatius Theodore Brown,49.0,Struck by vehicle
"Edward Joseph Romero, Jr.",34.0,Automobile crash
Frederick T. Schmidt,38.0,Gunfire
Charles Lloyd Hopkins,38.0,Gunfire
B. E. Greer,45.0,Gunfire
Charles Danowitz,40.0,Gunfire
Robert McLean Hamilton,26.0,Gunfire
"Frank J. Murphy, Jr.",25.0,Gunfire
Christopher J. Tierney,34.0,Other
Elmer Robbins,52.0,Gunfire
Bernard J. Lenehan,44.0,Gunfire
Samuel Blundell,32.0,Gunfire
Lawrence E. Reidheimer,36.0,Gunfire
George J. Dorminey,42.0,Gunfire
Walker W. Campbell,50.0,Gunfire
Edward Bell,44.0,Gunfire
"Sterling Price ""Dick"" Warren",57.0,Other
Frank C. Curtice,39.0,Gunfire
John McIntyre,41.0,Other
George A. Bills,72.0,Gunfire
Oscar T. Roper,41.0,Gunfire
Cornelius Wilson,29.0,Gunfire
George Arnold Scott,25.0,Gunfire
George Washington Nuckolls,43.0,Gunfire
J. Fletcher Bateman,48.0,Gunfire
John M. Haney,49.0,Other
John Boss,43.0,Gunfire
John James Knox,38.0,Gunfire
Robert M. Love,45.0,Other
John W. Simpson,30.0,Gunfire
George Ross Dingwall,37.0,Gunfire
Victor Hugo Melick,51.0,Gunfire
Milton Harvie Stephens,74.0,Gunfire
Finley Beaton,48.0,Gunfire
Robert Lloyd Cloaninger,34.0,Gunfire
Gerald M. Harmon,24.0,Gunfire
John C. Brinkley,32.0,Gunfire
Carl C. Anderson,24.0,Gunfire
James L. Hosna,37.0,Gunfire
Sewell H. Burnett,45.0,Gunfire
James Upton,30.0,Gunfire
Matthew A. Dorley,52.0,Gunfire
Hendrix Rector,37.0,Gunfire
Patrick J. Ryan,46.0,Gunfire
Claude H. Wyatt,26.0,Automobile crash
Clement Leroy Francis,30.0,Other
"William Bather, Jr.",33.0,Gunfire
Robert Shelton,43.0,Gunfire
Thomas Preston Stephens,43.0,Gunfire
Frank H. Flowers,52.0,Other
Ira Trueman Hill,35.0,Gunfire
William C. Isaac,34.0,Gunfire
Thomas Martin Giltner,48.0,Gunfire
John W. Sparks,49.0,Gunfire
Joseph Daniel Coyle,36.0,Gunfire
Paul Gottfried,46.0,Gunfire
Charles West Hatfield,42.0,Gunfire
George E. Peeso,37.0,Gunfire
Fred O. Dawes,44.0,Gunfire
Samuel Banks,41.0,Other
Conrad E. Gibson,33.0,Other
Lazaro F. Plaud,44.0,Other
David Luther Jenkins,34.0,Gunfire
Henry L. Harper,33.0,Gunfire
William F. Byrd,34.0,Gunfire
Alford M. Blair,42.0,Gunfire
Elijah Baker,40.0,Gunfire
Walter Henry Goscenski,25.0,Other
Joseph H. Kalbfus,72.0,Other
Joseph Wilson Norris,66.0,Other
William Maxwell,21.0,Gunfire
Isaac Evans,55.0,Gunfire
Albert Nettle,34.0,Gunfire
Alonzo C. Speece,26.0,Gunfire
Pomeroy Vrelland,38.0,Gunfire
Earl W. Truitt,48.0,Gunfire
"Hannibal Noah Blankenship, Sr.",30.0,Gunfire
Emil Carbonell,42.0,Vehicle pursuit
Wade Hull,48.0,Gunfire
Othello Lee Stringer,37.0,Gunfire
William F. Hayes,33.0,Gunfire
Bernard McCluskey,69.0,Gunfire
Charles A. Kieper,26.0,Gunfire
Daniel J. Carton,34.0,Gunfire
"William M. ""Will"" Alsobrook",38.0,Other
George C. Slavens,28.0,Gunfire
Robert Latta,65.0,Gunfire
Ben Franklin Dixon,43.0,Gunfire
Ernest C. Gray,42.0,Gunfire
Richard Jacob Morgan,45.0,Gunfire
John Middleton Starnes,66.0,Other
Joseph H. Grous,62.0,Other
William E. Raymond,31.0,Gunfire
George A. Garland,36.0,Other
Edward E. Thompson,57.0,Gunfire
William Lear,41.0,Gunfire
Walter S. Gideon,44.0,Gunfire
Charles Wallace Anderson,36.0,Other
Charles H. Bishop,59.0,Gunfire
Thomas Jefferson Evans,60.0,Gunfire
James C. Stapleton,52.0,Gunfire
James E. Armstrong,40.0,Gunfire
Bob C. Wilcox,60.0,Gunfire
George C. Burns,38.0,Gunfire
William E. Payne,33.0,Gunfire
Michael Duffy,43.0,Gunfire
Patrick J. Downey,35.0,Gunfire
Harry Frank Magers,26.0,Gunfire
Russell S. Wooten,43.0,Other
Frank P. Flynn,42.0,Automobile crash
William Marvin Caple,35.0,Gunfire
William H. Ballard,52.0,Gunfire
Sheldon C. Mecomber,63.0,Gunfire
Perry V. Frost,45.0,Gunfire
Dominik E. Mysiewicz,23.0,Gunfire
William E. Quinn,27.0,Gunfire
Michael J. Egan,49.0,Heart attack
George T. Requa,50.0,Gunfire
John D. Earle,29.0,Other
Algie R. Puckett,35.0,Gunfire
Harry Lankford Charlton,25.0,Other
Donald Cary Hathaway,26.0,Gunfire
Roselius Folse,51.0,Gunfire
Cyrus King Wyman,53.0,Gunfire
Maurice Murphy,38.0,Gunfire
Charles S. Thurston,52.0,Gunfire
"Melvin E. ""Mel"" Wilson",47.0,Gunfire
Henry Thomas Reed,38.0,Gunfire
"Tillman D. ""Til"" Taylor",53.0,Gunfire
Joseph Viola,45.0,Other
Volley Milton Smith,38.0,Gunfire
Stanton E. Weiss,33.0,Gunfire
Albert G. Smalley,19.0,Motorcycle crash
Wade Hampton Coleman,25.0,Gunfire
James A. Kitchen,58.0,Gunfire
Richard D. Griffin,25.0,Gunfire
Charles A. McKinney,43.0,Gunfire
George G. Gresham,43.0,Gunfire
James Albert Petray,55.0,Gunfire
"Andrew E. ""Shep"" Sheppard",51.0,Gunfire
Harry A. Hamilton,41.0,Gunfire
Charles Washington Newsom,45.0,Other
John Edward Price,40.0,Other
Phillip S. McDonald,53.0,Vehicular assault
John Fitzpatrick,34.0,Gunfire
Frank James Sias,23.0,Gunfire
James Ira Ricketson,35.0,Gunfire
Peter K. Tsorvas,30.0,Gunfire
Marvin L. Hale,36.0,Gunfire
Dennis Wilson,30.0,Gunfire
"Harvey Calvin ""Cal"" Neese",54.0,Gunfire
Ben F. Barrett,55.0,Gunfire
Carlo Britton Marion,43.0,Gunfire
Robert Philpot,45.0,Gunfire
Claude J. Jameson,44.0,Gunfire
Arthur Hughes,29.0,Gunfire
Andy Huston Jenkins,57.0,Gunfire
Frank Melvin Blizard,46.0,Other
Joseph Burch Loper,46.0,Gunfire
Oscar A. McKimmie,27.0,Gunfire
Edgar Phillip La Venture,27.0,Motorcycle crash
Jeff C. Couch,25.0,Gunfire
Troy Elmer Sine,28.0,Other
Sidney Robert Biggs,36.0,Gunfire
Julian Abraham Partin,38.0,Gunfire
Peter F. McGuigan,46.0,Gunfire
James Holland Rose,45.0,Gunfire
"Frederick G. ""Harry"" Cleveland",31.0,Other
Edward Bertram Connolly,42.0,Other
Juan Nales,26.0,Gunfire
Preston B. Anslyn,38.0,Gunfire
William L. Sherrod,30.0,Other
Terrance Joseph McCall,51.0,Gunfire
Frank S. Hallett,45.0,Gunfire
Ed Yoakum,23.0,Gunfire
Robert McClain,28.0,Gunfire
Green Wesley Rye,49.0,Gunfire
Walter Brakes,39.0,Gunfire
Richard Scott Hunter,38.0,Gunfire
Thomas T. Cook,36.0,Gunfire
William R. King,43.0,Gunfire
Walter Henry Hodges,60.0,Other
Herman Cashwell Butler,40.0,Gunfire
William Weber Edwards,37.0,Gunfire
Orla F. Hefner,38.0,Gunfire
Robert Ingersoll Clay,50.0,Other
Will C. Reed,42.0,Gunfire
"Richard D. ""Dick"" Hamilton",37.0,Gunfire
Charles W. Wells,64.0,Heart attack
Edward F. Dwyer,43.0,Other
James N. Skiff,39.0,Motorcycle crash
Berry John Butcher,59.0,Other
William Jefferson Dorsey,42.0,Gunfire
Ralph Cosmer Young,39.0,Automobile crash
Dennis J. Harrington,32.0,Struck by vehicle
William F. McDonald,35.0,Gunfire
Charles J. Stegemann,38.0,Gunfire
James Otis McMurray,49.0,Other
Aylmer Ragland,45.0,Gunfire
James E. Boggio,25.0,Gunfire
Lawrence P. Bass,49.0,Automobile crash
John G. Tyler,22.0,Motorcycle crash
Frank S. Archer,27.0,Gunfire
Wiliam B. Anderson,58.0,Gunfire
Joseph Goulet,50.0,Struck by vehicle
Zebulon Winters,48.0,Gunfire
John Dennis Morton,32.0,Gunfire
Daniel J. Grennan,44.0,Other
Duain S. Cross,43.0,Gunfire
John Evander Zachary,54.0,Gunfire
Robert L. Normand,47.0,Gunfire
Archie M. Sox,38.0,Other
Edward Perry Webb,48.0,Gunfire
Charles F. Artz,39.0,Gunfire
Thomas D. Hudson,26.0,Gunfire
Roy O. Downing,23.0,Gunfire
Berry Jones,48.0,Heart attack
George Oliver Noonan,34.0,Other
Richard J. Connor,35.0,Other
Robert Lewis,56.0,Heart attack
Earnest W. Thompson,56.0,Gunfire
Edward Baker,56.0,Other
William E. Whiteman,50.0,Gunfire
Charles M. Daly,30.0,Gunfire
John F. Donahue,39.0,Gunfire
Lester Dorman,29.0,Gunfire
Jesse Garfield,37.0,Gunfire
Richard Kreuger,43.0,Gunfire
Jerry Cornett,25.0,Gunfire
Thomas Hunter,62.0,Automobile crash
John T. Whalen,60.0,Gunfire
Arthur Gehard Herman,32.0,Motorcycle crash
W. Earl Gowdy,38.0,Gunfire
"Nathaniel ""Nat"" Martin",47.0,Other
Charles E. Tiller,32.0,Gunfire
William Daniel Dorsey,42.0,Gunfire
Benjamin Kohut,38.0,Gunfire
William G. Clancy,25.0,Gunfire
Claude Mitchell Earle,25.0,Gunfire
